material_id,formula,rare_earth,space_group,crystal_system,e_above_hull,formation_energy,density,volume,nsites,band_gap,thermo_type,rxn_energy_CaO_eV_per_atom,rxn_CaO,rxn_energy_CaAl2Si2O8_eV_per_atom,rxn_CaAl2Si2O8
mp-662527,Ce2Si2O7,Ce,P2_1/c,Monoclinic,0.0,-3.56381628431818,4.645187000021696,641.1657699146083,44,0.0701,GGA_GGA+U,-0.10665859063862504,0.2128 Ce2Si2O7 + 0.7872 CaO -> 0.3936 Ca2SiO4 + 0.01596 CeSi2 + 0.05851 Ce7O12,-1.6060160230163974e-14,Ce2Si2O7 -> Ce2Si2O7
mp-672208,Ce2Si2O7,Ce,P4_1,Tetragonal,0.020456833522727,-3.543359450795454,5.057449936805979,1177.8010406355895,88,0.0494,GGA_GGA+U,-0.10665859063862504,0.2128 Ce2Si2O7 + 0.7872 CaO -> 0.3936 Ca2SiO4 + 0.01596 CeSi2 + 0.05851 Ce7O12,-1.6060160230163974e-14,Ce2Si2O7 -> Ce2Si2O7
mp-21599,Eu2Si2O7,Eu,Pnma,Orthorhombic,0.078154590530306,-3.273013668409091,5.06659403725831,618.9024443433982,44,0.0,GGA_GGA+U,-0.10954471190789317,0.2 Eu2Si2O7 + 0.8 CaO -> 0.4 Ca2SiO4 + 0.2 Eu2O3,-2.1413546973551945e-14,Eu2Si2O7 -> Eu2Si2O7
mp-505818,Eu2Si2O7,Eu,P2_1/c,Monoclinic,0.103777864848487,-3.24739039409091,5.574039417815525,562.5592499637813,44,0.0,GGA_GGA+U,-0.10954471190789317,0.2 Eu2Si2O7 + 0.8 CaO -> 0.4 Ca2SiO4 + 0.2 Eu2O3,-2.1413546973551945e-14,Eu2Si2O7 -> Eu2Si2O7
mp-555983,Er2SiO5,Er,C2/c,Monoclinic,0.0,-3.836669838750007,7.079422042797362,415.26295039547216,32,4.7585999999999995,GGA_GGA+U,-0.05870450729169585,0.3333 Er2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Er2O3,-2.5657004349977086e-05,0.6875 Er2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.125 Er3Al5O12 + 0.3125 CaSiO3 + 0.5 Er2Si2O7
mp-16993,Er2SiO5,Er,P2_1/c,Monoclinic,0.025430450625012,-3.811239388125001,7.576299378242945,388.0287113559867,32,4.650399999999999,GGA_GGA+U,-0.05870450729169585,0.3333 Er2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Er2O3,-2.5657004349977086e-05,0.6875 Er2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.125 Er3Al5O12 + 0.3125 CaSiO3 + 0.5 Er2Si2O7
mp-978506,SmSiO3,Sm,Pm-3m,Cubic,0.6600386046249971,-2.8364629000000012,7.026074818066906,53.517592677572,5,0.0,GGA_GGA+U,-0.0647124430151007,0.3793 SmSiO3 + 0.6207 CaO -> 0.3103 Ca2SiO4 + 0.03448 SmSi2 + 0.1724 Sm2O3,-0.0006509862865387017,0.898 SmSiO3 + 0.102 CaAl2(SiO4)2 -> 0.102 CaSiO3 + 0.3878 Sm2Si2O7 + 0.04082 Sm3Al5O12 + 0.2245 Si
mp-973655,LuSiO3,Lu,Pm-3m,Cubic,0.87801737687499,-2.715639010333333,8.362076567951654,49.85358501080958,5,0.0,GGA_GGA+U,-0.08442921570314432,0.4 LuSiO3 + 0.6 CaO -> 0.3 Ca2SiO4 + 0.2 Lu2O3 + 0.1 Si,-0.0008609229795226714,0.898 LuSiO3 + 0.102 CaAl2(SiO4)2 -> 0.04082 Lu3Al5O12 + 0.102 CaSiO3 + 0.3878 Lu2Si2O7 + 0.2245 Si
mp-16981,Sm5Si3O13,Sm,P6_3/m,Hexagonal,0.064365402767855,-3.617742581666668,6.193666998755516,559.8246254218349,42,0.0,GGA_GGA+U,-0.047650064610903264,0.1507 Sm5Si3O13 + 0.8493 CaO -> 0.4247 Ca2SiO4 + 0.0137 SmSi2 + 0.3699 Sm2O3,-0.0011065472664171239,0.4944 Sm5Si3O13 + 0.5056 CaAl2(SiO4)2 -> 0.5056 CaSiO3 + 0.9326 Sm2Si2O7 + 0.2022 Sm3Al5O12 + 0.1236 Si
mp-1208880,Sm2SiO5,Sm,P2_1/c,Monoclinic,0.0,-3.740110009375007,6.401026546880727,424.2022849316551,32,4.8314,GGA_GGA+U,-0.041768714479155644,0.3333 Sm2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Sm2O3,-0.0012126215141723407,0.6875 Sm2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.3125 CaSiO3 + 0.5 Sm2Si2O7 + 0.125 Sm3Al5O12
mp-1184484,GdSiO3,Gd,Pm-3m,Cubic,0.607033879624996,-2.882494295,7.464244455265322,51.90876675147047,5,0.0,GGA_GGA+U,-0.07814316765627716,0.4 GdSiO3 + 0.6 CaO -> 0.3 Ca2SiO4 + 0.2 Gd2O3 + 0.1 Si,-0.0013579700497003966,0.898 GdSiO3 + 0.102 CaAl2(SiO4)2 -> 0.102 CaSiO3 + 0.04082 Gd3Al5O12 + 0.3878 Gd2Si2O7 + 0.2245 Si
mp-18195,Lu2SiO5,Lu,P2_1/c,Monoclinic,0.023591110624999,-3.839805311354167,8.025175841140653,379.0841753265798,32,4.567500000000001,GGA_GGA+U,-0.06867406593752667,0.3333 Lu2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Lu2O3,-0.001603680059929502,0.6875 Lu2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.125 Lu3Al5O12 + 0.3125 CaSiO3 + 0.5 Lu2Si2O7
mp-16969,Lu2SiO5,Lu,C2/c,Monoclinic,0.0,-3.863396421979168,7.59249718559523,400.68729579003394,32,4.6846,GGA_GGA+U,-0.06867406593752667,0.3333 Lu2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Lu2O3,-0.001603680059929502,0.6875 Lu2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.125 Lu3Al5O12 + 0.3125 CaSiO3 + 0.5 Lu2Si2O7
mp-542831,Gd2SiO5,Gd,P2_1/c,Monoclinic,0.0,-3.73295124156251,6.773703368819309,414.3758366164221,32,3.0808,GGA_GGA+U,-0.060482611666629715,0.3333 Gd2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Gd2O3,-0.0025295520533870075,0.6875 Gd2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.3125 CaSiO3 + 0.125 Gd3Al5O12 + 0.5 Gd2Si2O7
mp-1184813,HoSiO3,Ho,Pm-3m,Cubic,0.7570571732499971,-2.783655503999998,7.839893360987574,51.048295860736005,5,0.0,GGA_GGA+U,-0.08744899500002035,0.4 HoSiO3 + 0.6 CaO -> 0.3 Ca2SiO4 + 0.2 Ho2O3 + 0.1 Si,-0.002660342725133935,0.898 HoSiO3 + 0.102 CaAl2(SiO4)2 -> 0.04082 Ho3Al5O12 + 0.102 CaSiO3 + 0.3878 Ho2Si2O7 + 0.2245 Si
mp-1187862,YSiO3,Y,Pm-3m,Cubic,0.736387453416664,-2.795143751,5.306999070894734,51.6245791069196,5,0.0,GGA_GGA+U,-0.07016006489582871,0.4 YSiO3 + 0.6 CaO -> 0.3 Ca2SiO4 + 0.2 Y2O3 + 0.1 Si,-0.002826051652041306,0.898 YSiO3 + 0.102 CaAl2(SiO4)2 -> 0.102 CaSiO3 + 0.04082 Y3Al5O12 + 0.3878 Y2Si2O7 + 0.2245 Si
mp-17065,Ho2SiO5,Ho,P2_1/c,Monoclinic,0.0,-3.798526289375006,7.395128507986036,393.3517542712843,32,4.702,GGA_GGA+U,-0.07182743510422496,0.3333 Ho2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Ho2O3,-0.004955540370381151,0.6875 Ho2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.125 Ho3Al5O12 + 0.3125 CaSiO3 + 0.5 Ho2Si2O7
mp-3520,Y2SiO5,Y,C2/c,Monoclinic,0.0,-3.781171346562509,4.424248673522434,429.2150130307963,32,4.7661,GGA_GGA+U,-0.052694262812487125,0.3333 Y2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Y2O3,-0.0052642138616665335,0.6875 Y2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.3125 CaSiO3 + 0.125 Y3Al5O12 + 0.5 Y2Si2O7
mp-554420,Y2SiO5,Y,P2_1/c,Monoclinic,0.025013623125017,-3.7561577234375,4.775766605731431,397.6228548896144,32,4.7357,GGA_GGA+U,-0.052694262812487125,0.3333 Y2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Y2O3,-0.0052642138616665335,0.6875 Y2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.3125 CaSiO3 + 0.125 Y3Al5O12 + 0.5 Y2Si2O7
mp-1179266,Y2SiO5,Y,P2_1/c,Monoclinic,0.112243286875017,-3.6689280596875,4.505752795596275,421.45098459759464,32,3.940899999999999,GGA_GGA+U,-0.052694262812487125,0.3333 Y2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Y2O3,-0.0052642138616665335,0.6875 Y2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.3125 CaSiO3 + 0.125 Y3Al5O12 + 0.5 Y2Si2O7
mp-1208172,Y5(SiO4)3,Y,Pnma,Orthorhombic,0.201814866328135,-3.44835634075,4.595885826437926,1041.6977147319192,80,0.0,GGA_GGA+U,-0.049060175721969745,0.1818 Y5(SiO4)3 + 0.8182 CaO -> 0.4091 Ca2SiO4 + 0.4545 Y2O3 + 0.1364 Si,-0.007955540249996229,0.4444 Y5(SiO4)3 + 0.5556 CaAl2(SiO4)2 -> 0.5556 CaSiO3 + 0.2222 Y3Al5O12 + 0.7778 Y2Si2O7 + 0.3333 Si
mp-531302,La10(Si2O9)3,La,Pc,Monoclinic,0.024278180697676,-3.7274593981395343,5.366376079985152,1231.2696469725508,86,3.3817,GGA_GGA+U,-0.032879334197771115,0.07692 La10(Si2O9)3 + 0.9231 CaO -> 0.4615 Ca2SiO4 + 0.3846 La2O3,-0.012525320552493113,0.4286 La10(Si2O9)3 + 0.5714 CaAl2(SiO4)2 -> La2Si2O7 + 0.5714 CaLa4Si3O13 + 0.5714 Al2O3
mp-17704,Tm2SiO5,Tm,P2_1/c,Monoclinic,0.003559554218755,-3.8274684203125022,7.6436631866730735,387.52043692209014,32,4.6073,GGA_GGA+U,-0.07620691947919456,0.3333 Tm2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 Tm2O3,-0.012889929300119896,0.6875 Tm2SiO5 + 0.3125 CaAl2(SiO4)2 -> 0.3125 CaSiO3 + 0.125 Tm3Al5O12 + 0.5 Tm2Si2O7
mp-1211451,La5Si3O13,La,P6_3/m,Hexagonal,0.053522587202371,-3.666284126666667,5.375073791507307,609.6958830962338,42,0.0,GGA_GGA+U,-0.028360030274645176,0.1507 La5Si3O13 + 0.8493 CaO -> 0.4247 Ca2SiO4 + 0.0137 LaSi2 + 0.3699 La2O3,-0.013823676951216335,0.5714 La5Si3O13 + 0.4286 CaAl2(SiO4)2 -> 0.5714 La2Si2O7 + 0.4286 CaLa4Si3O13 + 0.4286 Al2O3 + 0.1429 Si
mp-1185023,La2Si2O5,La,P4/mmm,Tetragonal,0.657803053333321,-2.700842459444445,6.009355633430409,114.39299727835257,9,0.0,GGA_GGA+U,-0.031020992395148994,0.2821 La2Si2O5 + 0.7179 CaO -> 0.359 Ca2SiO4 + 0.1026 LaSi2 + 0.2308 La2O3,-0.014169268874983487,0.75 La2Si2O5 + 0.25 CaAl2(SiO4)2 -> 0.25 La2Si2O7 + 0.25 CaLa4Si3O13 + 0.25 Al2O3 + 0.75 Si
mp-771045,La2SiO5,La,C2/c,Monoclinic,0.049718245624999,-3.728757956250001,4.783846830537148,803.6935404046528,48,4.2166999999999994,GGA_GGA+U,-0.02127068156250589,0.3333 La2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 La2O3,-0.015318128513515994,0.75 La2SiO5 + 0.25 CaAl2(SiO4)2 -> 0.25 La2Si2O7 + 0.25 CaLa4Si3O13 + 0.25 Al2O3
mp-752717,La2SiO5,La,C2/c,Monoclinic,0.021604005,-3.756872196874999,5.206211356931456,492.3281739697528,32,4.5774,GGA_GGA+U,-0.02127068156250589,0.3333 La2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 La2O3,-0.015318128513515994,0.75 La2SiO5 + 0.25 CaAl2(SiO4)2 -> 0.25 La2Si2O7 + 0.25 CaLa4Si3O13 + 0.25 Al2O3
mp-5152,La2SiO5,La,P2_1/c,Monoclinic,0.0,-3.778476201874999,5.4831988576635915,467.457883107093,32,4.4804,GGA_GGA+U,-0.02127068156250589,0.3333 La2SiO5 + 0.6667 CaO -> 0.3333 Ca2SiO4 + 0.3333 La2O3,-0.015318128513515994,0.75 La2SiO5 + 0.25 CaAl2(SiO4)2 -> 0.25 La2Si2O7 + 0.25 CaLa4Si3O13 + 0.25 Al2O3
mp-1209689,Pr5Si3O13,Pr,P6_3/m,Hexagonal,0.016186851214831,-3.580733482063492,5.6082911245981375,590.2702391080544,42,0.0,GGA_GGA+U,-0.0526688089243077,0.1507 Pr5Si3O13 + 0.8493 CaO -> 0.0137 PrSi2 + 0.4247 Ca2SiO4 + 0.3699 Pr2O3,-0.027829568148644235,0.6087 Pr5Si3O13 + 0.3913 CaAl2(SiO4)2 -> 0.7826 PrAlO3 + 1.13 Pr2Si2O7 + 0.1957 Ca2SiO4 + 0.1522 Si
mp-3216524,Yb3SiO,Yb,Imma,Orthorhombic,0.233278305166667,-1.545238797749999,9.94947981377159,187.994499502588,10,0.0,GGA_GGA+U_R2SCAN,-0.27393189175926125,0.3333 Yb3SiO + 0.6667 CaO -> 0.3333 CaSiO3 + 0.3333 Ca + Yb,-0.06285533723214165,0.75 Yb3SiO + 0.25 CaAl2(SiO4)2 -> 0.25 Al2SiO5 + 0.75 SiO2 + 0.25 CaSi + 2.25 Yb
mp-555465,La10Si8O3,La,P6/mmm,Hexagonal,0.030995915357142,-1.436847655952381,5.6562588325449745,487.8452564765718,21,0.0,GGA_GGA+U,-3.012168219296285e-15,La10Si8O3 -> 8 LaSi + La2O3,-0.1330199005668562,0.4155 La10Si8O3 + 0.5845 CaAl2(SiO4)2 -> 0.2624 Ca2SiO4 + 0.495 La4Al2O9 + 0.05964 CaLaAl3O7 + 2.115 LaSi2
mp-555617,Ce10Si8O3,Ce,P6/mmm,Hexagonal,0.00793279220238,-1.360804182142855,6.048845745060317,459.50590932055167,21,0.0,GGA_GGA+U,-1.5060841096481425e-15,Ce10Si8O3 -> Ce2O3 + 8 CeSi,-0.13830588545569356,0.4396 Ce10Si8O3 + 0.5604 CaAl2(SiO4)2 -> 0.03736 Ca11Al14O32 + 2.319 CeSi2 + 0.1495 CaAl4O7 + 0.2967 Ce7O12
